title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Memgpt: Towards llms as operating systems,"C Packer, S Wooders, K Lin, V Fang, SG Patil…",2023,1421,"… control flow allow MemGPT to handle unbounded context using LLMs that have finite … LLM system, we evaluate MemGPT on two domains where the performance of existing LLMs is …",rV3dBawsZXsJ,"C Packer, S Wooders, K Lin, V Fang, SG Patil… - arXiv preprint arXiv …, 2023 - arxiv.org",[],https://arxiv.org/abs/2310.08560,unknown,unknown
Memos: An operating system for memory-augmented generation (mag) in large language models,"Z Li, S Song, H Wang, S Niu, D Chen, J Yang…",2025,73,"… operating system designed for LLMs that, for the first time, elevates memory to a first-class operational … It fills a critical gap in current LLM infrastructure and lays the groundwork for …",IoQylV_bro0J,"Z Li, S Song, H Wang, S Niu, D Chen, J Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",[],https://arxiv.org/abs/2505.22101,unknown,unknown
Memos: A memory os for ai system,"Z Li, C Xi, C Li, D Chen, B Chen, S Song, S Niu…",2025,102,"… , we propose MemOS, a memory operating system purpose-built for LLMs, marking the entry into … MemOS treats memory units as first-class resources and builds upon operating system …",RKhfIG96Y8cJ,"Z Li, C Xi, C Li, D Chen, B Chen, S Song, S Niu… - arXiv preprint arXiv …, 2025 - arxiv.org",[],https://arxiv.org/abs/2507.03724,unknown,unknown
Memory os of ai agent,"J Kang, M Ji, Z Zhao, T Bai",2025,223,"… ), such as MemGPT use hierarchical structures with explicit … management principles in operating systems, we pioneer the … responses of default LLMs and our LLMs with MemoryOS. We …",cKTDE1lV6bkJ,"J Kang, M Ji, Z Zhao, T Bai - … of the 2025 Conference on Empirical …, 2025 - aclanthology.org",[],https://aclanthology.org/2025.emnlp-main.1318/,unknown,unknown
Evermemos: A self-organizing memory operating system for structured long-horizon reasoning,"C Hu, X Gao, Z Zhou, D Xu, Y Bai, X Li…",2026,29,"… In this paper, we introduced EverMemOS, a unified memory operating system for long-horizon LLM agents. By modeling an explicit memory lifecycle composed of episodic trace …",zTE45siq_68J,"C Hu, X Gao, Z Zhou, D Xu, Y Bai, X Li… - Proceedings of the …, 2026 - aclanthology.org",[],https://aclanthology.org/2026.acl-long.2125/,unknown,unknown
