title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Mem0: Building production-ready ai agents with scalable long-term memory,"P Chhikara, D Khant, S Aryan, T Singh…",2025,830,"… We introduce Mem0, a scalable memory-centric architecture that addresses this issue by … variant that leverages graph-based memory representations to capture complex relational …",KxQ82UFfF8AJ,"P Chhikara, D Khant, S Aryan, T Singh… - arXiv preprint arXiv …, 2025 - arxiv.org",[],https://arxiv.org/abs/2504.19413,unknown,unknown
Agentic memory: Learning unified long-term and short-term memory management for large language model agents,"Y Yu, L Yao, Y Xie, Q Tan, J Feng, Y Li…",2026,81,… officially provided as part of Mem0). To better demonstrate the … ing scalable and adaptive LLM agents capable of long-term … embodied ai agents with long-and-short term memory systems…,YoWGbxuCQvEJ,"Y Yu, L Yao, Y Xie, Q Tan, J Feng, Y Li… - Proceedings of the 64th …, 2026 - aclanthology.org",[],https://aclanthology.org/2026.acl-long.981/,unknown,unknown
Memo: Training memory-efficient embodied agents with reinforcement learning,"G Gupta, K Yadav, Z Kira, Y Gal…",2026,7,"… efficient memory utilization and leveraging a more scalable … representations in Transformers to improve long-term context … embodied AI research [1, 20]. While OBJECTNAV requires an …",_n0yZzC_h0EJ,"G Gupta, K Yadav, Z Kira, Y Gal… - Advances in Neural …, 2026 - proceedings.neurips.cc",[],https://proceedings.neurips.cc/paper_files/paper/2025/hash/96889893231d651898b0de42fdbee3a6-Abstract-Conference.html,unknown,unknown
Beyond Similarity: Trustworthy Memory Search for Personal AI Agents,"J Zhang, K Chen, J Ma, Y Hu, L He, Y Zhang…",2026,1,"… memory frameworks, including A-Mem, Mem0, and MemOS, together with OpenClaw, a real-world personal-agent … Our results show that long-term memory is not merely a utility layer, …",nztLefIQuS4J,"J Zhang, K Chen, J Ma, Y Hu, L He, Y Zhang… - arXiv preprint arXiv …, 2026 - arxiv.org",[],https://arxiv.org/abs/2606.06054,unknown,unknown
Memverse: Multimodal memory for lifelong learning agents,"J Liu, Y Sun, W Cheng, H Lei, Y Chen, L Wen…",2025,28,"… , a model-agnostic memory framework for AI agents engaged in … memory model, periodically distilled from longterm memory … Furthermore, we evaluate MemVerse’s scalability by scaling …",oe_H82rOKSMJ,"J Liu, Y Sun, W Cheng, H Lei, Y Chen, L Wen… - arXiv preprint arXiv …, 2025 - arxiv.org",[],https://arxiv.org/abs/2512.03627,unknown,unknown
